A,sonny9
ISI,Content,corrAns,RT,trialName
0.15,I,1,0.5634999019966926,SelfOther
0.15,Myself,1,0.6931020689953584,SelfOther
0.15,You,1,1.0101515430142172,SelfOther
0.15,Mine,1,0.7799048530287109,SelfOther
0.15,Them,1,1.1604736990120728,SelfOther
0.15,Their,1,0.5556353810243309,SelfOther
0.15,Other,1,0.49704715501866303,SelfOther
0.15,You,1,0.5639605740143452,SelfOther
0.15,Their,1,0.4896332449861802,SelfOther
0.15,Them,1,0.8179373389866669,SelfOther
0.15,They,1,0.6123067290172912,SelfOther
0.15,I,1,0.7603667030052748,SelfOther
0.15,Them,1,0.6938780039781705,SelfOther
0.15,I,1,0.5971127839875408,SelfOther
0.15,Me,1,0.6391210510046221,SelfOther
0.15,Their,1,0.6718094570096582,SelfOther
0.15,I,1,0.6293888840009458,SelfOther
0.15,Mine,1,2.0339901139959693,LibSelfSciOther
0.15,Myself,1,1.5266393040074036,LibSelfSciOther
0.15,Chemistry,1,0.8871355419978499,LibSelfSciOther
0.15,Their,1,0.9570485460280906,LibSelfSciOther
0.15,You,1,0.8633574429841246,LibSelfSciOther
0.15,Poetry,1,1.0178197030036245,LibSelfSciOther
0.15,Math,1,0.8437724369869102,LibSelfSciOther
0.15,They,1,0.8195824680151418,LibSelfSciOther
0.15,Astronomy,1,1.04343651200179,LibSelfSciOther
0.15,Literature,1,1.2435245259839576,LibSelfSciOther
0.15,Geology,1,0.7948326710029505,LibSelfSciOther
0.15,Them,1,0.9286138570168987,LibSelfSciOther
0.15,Humanities,1,1.9871226529940031,LibSelfSciOther
0.15,Art,1,1.0106151039944962,LibSelfSciOther
0.15,My,1,1.2687720510002691,LibSelfSciOther
0.15,Computer Science,1,1.2013398830022197,LibSelfSciOther
0.15,I,1,0.7307915069977753,LibSelfSciOther
0.15,English,1,1.2298175689938944,LibSelfSciOther
0.15,Self,1,1.0847079080122057,LibSelfSciOther
0.15,Me,1,0.5121004059910774,LibSelfSciOther
0.15,Humanities,1,1.018786367989378,LibSelfSciOther40
0.15,It,1,1.387573836982483,LibSelfSciOther40
0.15,Humanities,1,0.9188404899905436,LibSelfSciOther40
0.15,Their,1,0.7663537320040632,LibSelfSciOther40
0.15,Other,1,0.8272609289851971,LibSelfSciOther40
0.15,You,1,0.8720705470186658,LibSelfSciOther40
0.15,Engineering,0,1.6911916300014127,LibSelfSciOther40
0.15,My,1,2.1471155019826256,LibSelfSciOther40
0.15,You,1,0.7987964610219933,LibSelfSciOther40
0.15,Astronomy,1,1.3623408570128959,LibSelfSciOther40
0.15,Self,1,1.324040776991751,LibSelfSciOther40
0.15,Myself,1,0.6229412700049579,LibSelfSciOther40
0.15,Astronomy,1,0.8116703999985475,LibSelfSciOther40
0.15,You,1,1.0022989249846432,LibSelfSciOther40
0.15,Music,1,1.007102115021553,LibSelfSciOther40
0.15,Art,1,0.5547261320170946,LibSelfSciOther40
0.15,I,0,0.5671613459999207,LibSelfSciOther40
0.15,They,1,0.7858038700069301,LibSelfSciOther40
0.15,Mine,1,1.1133725160034373,LibSelfSciOther40
0.15,Chemistry,1,1.1348780679982156,LibSelfSciOther40
0.15,Other,0,1.3304084470146336,LibSelfSciOther40
0.15,Math,0,0.770489082991844,LibSelfSciOther40
0.15,I,1,0.72245274099987,LibSelfSciOther40
0.15,Physics,1,0.7532117390073836,LibSelfSciOther40
0.15,Chemistry,1,1.0448616830108222,LibSelfSciOther40
0.15,Creative Writing,1,0.8576417739968747,LibSelfSciOther40
0.15,Poetry,1,0.8992863360035699,LibSelfSciOther40
0.15,Geology,1,0.8980790509958751,LibSelfSciOther40
0.15,Art,1,0.817784279002808,LibSelfSciOther40
0.15,Myself,1,0.7704457299842034,LibSelfSciOther40
0.15,Them,1,0.7389847160084173,LibSelfSciOther40
0.15,Art,1,1.1815516249916982,LibSelfSciOther40
0.15,Math,1,1.1667011420067865,LibSelfSciOther40
0.15,You,1,1.1529080710024573,LibSelfSciOther40
0.15,Computer Science,1,0.9890924790233839,LibSelfSciOther40
0.15,Me,1,0.9275579559907783,LibSelfSciOther40
0.15,My,1,0.7841307159978896,LibSelfSciOther40
0.15,Literature,1,0.9270103379967622,LibSelfSciOther40
0.15,Poetry,1,0.8234366950055119,LibSelfSciOther40
0.15,English,1,0.7888949649932329,LibSelfSciOther40
