A,sonny7
ISI,Content,corrAns,RT,trialName
0.15,You,0,0.08172336799907498,SelfOther
0.15,Mine,0,0.08294672999181785,SelfOther
0.15,Other,0,0.06305113498819992,SelfOther
0.15,Mine,0,0.07119757300824858,SelfOther
0.15,You,0,0.07869920899975114,SelfOther
0.15,I,0,0.09966028400231153,SelfOther
0.15,Other,0,0.12638747997698374,SelfOther
0.15,Myself,0,0.06305825198069215,SelfOther
0.15,Mine,1,0.004252673010341823,SelfOther
0.15,Them,1,0.9536117420066148,LibSelfSciOther
0.15,English,0,0.09969413001090288,LibSelfSciOther
0.15,I,1,0.13125602700165473,LibSelfSciOther
0.15,Geology,0,0.0010200870165135711,LibSelfSciOther
0.15,Humanities,1,0.10045929398620501,LibSelfSciOther
0.15,They,1,0.12344087098608725,LibSelfSciOther
0.15,Music,0,0.07250676999683492,LibSelfSciOther
0.15,Creative Writing,1,0.15862102500977926,LibSelfSciOther
0.15,It,0,0.03583344302023761,LibSelfSciOther
0.15,My,0,0.11003063200041652,LibSelfSciOther
0.15,Self,1,0.00032824298250488937,LibSelfSciOther
0.15,Physics,1,0.09634898399235681,LibSelfSciOther
0.15,Poetry,0,0.12371525500202551,LibSelfSciOther
0.15,Literature,1,0.0696658969973214,LibSelfSciOther
0.15,Other,0,0.1460933299968019,LibSelfSciOther
0.15,Engineering,1,0.01237059198319912,LibSelfSciOther
0.15,Astronomy,1,0.11021831497782841,LibSelfSciOther
0.15,Their,1,0.06622629999765195,LibSelfSciOther
0.15,Art,0,0.03414862000499852,LibSelfSciOther
0.15,Computer Science,0,0.01057104000938125,LibSelfSciOther
0.15,English,0,0.3252247580094263,LibSelfSciOther40
0.15,Art,1,0.011281701998086646,LibSelfSciOther40
0.15,Poetry,1,0.05609761498635635,LibSelfSciOther40
0.15,Engineering,0,0.029023943992797285,LibSelfSciOther40
0.15,My,1,0.023419225006364286,LibSelfSciOther40
0.15,Self,0,0.08009752299403772,LibSelfSciOther40
0.15,English,1,0.08038534401566721,LibSelfSciOther40
0.15,Physics,1,0.1046552839979995,LibSelfSciOther40
0.15,It,0,0.09640277700964361,LibSelfSciOther40
0.15,Chemistry,0,0.11930391899659298,LibSelfSciOther40
0.15,Physics,1,0.07324208499630913,LibSelfSciOther40
0.15,Math,1,0.09953135100658983,LibSelfSciOther40
0.15,I,0,0.0829137529945001,LibSelfSciOther40
0.15,They,0,0.07160341998678632,LibSelfSciOther40
0.15,Their,1,0.08064382601878606,LibSelfSciOther40
0.15,Engineering,0,0.09516323002753779,LibSelfSciOther40
0.15,Literature,0,0.09659942801226862,LibSelfSciOther40
0.15,My,1,0.060337274975609034,LibSelfSciOther40
0.15,Geology,0,0.06611029300256632,LibSelfSciOther40
0.15,Myself,0,0.07954788999632001,LibSelfSciOther40
0.15,Me,1,0.06939187098760158,LibSelfSciOther40
0.15,Them,0,0.09104605499305762,LibSelfSciOther40
0.15,Poetry,0,0.07002342399209738,LibSelfSciOther40
0.15,Chemistry,0,0.09445033301017247,LibSelfSciOther40
0.15,Mine,0,0.0735617289901711,LibSelfSciOther40
0.15,You,0,0.01913520402740687,LibSelfSciOther40
0.15,Other,1,0.009898021002300084,LibSelfSciOther40
0.15,Engineering,1,0.03436273097759113,LibSelfSciOther40
0.15,Computer Science,1,0.0315741790109314,LibSelfSciOther40
0.15,Them,1,0.02791863400489092,LibSelfSciOther40
0.15,Mine,0,0.00733853701967746,LibSelfSciOther40
0.15,Humanities,1,0.18953940301435068,LibSelfSciOther40
0.15,Creative Writing,1,0.015285603993106633,LibSelfSciOther40
0.15,Music,1,0.026212085009319708,LibSelfSciOther40
0.15,Me,1,0.03276651698979549,LibSelfSciOther40
0.15,Creative Writing,1,0.17626135298633017,LibSelfSciOther40
0.15,Astronomy,0,0.023962731997016817,LibSelfSciOther40
0.15,Mine,0,0.04654778499389067,LibSelfSciOther40
0.15,Humanities,1,0.07872037598281167,LibSelfSciOther40
0.15,My,1,0.04709262598771602,LibSelfSciOther40
