A,sonny8
ISI,Content,corrAns,RT,trialName
0.15,My,1,0.7581401500210632,SelfOther
0.15,Me,1,0.5697125750011764,SelfOther
0.15,I,0,0.4927235300128814,SelfOther
0.15,Myself,1,0.8438116530014668,SelfOther
0.15,Other,1,1.0469859130098484,SelfOther
0.15,Them,0,0.7419711129914504,SelfOther
0.15,My,1,1.9930854160047602,SelfOther
0.15,Myself,1,0.7273062400054187,SelfOther
0.15,Their,1,0.6415128899971023,SelfOther
0.15,Them,1,0.6983339020225685,SelfOther
0.15,They,1,0.8582022560003679,SelfOther
0.15,It,0,1.2367772639845498,SelfOther
0.15,My,1,1.0390057329786941,SelfOther
0.15,Their,1,0.7137423919921275,SelfOther
0.15,Self,1,2.9287535960029345,SelfOther
0.15,Mine,1,0.7255470220115967,SelfOther
0.15,It,1,0.7111180019855965,SelfOther
0.15,Their,1,0.7327319050091319,SelfOther
0.15,You,1,0.8261430849961471,SelfOther
0.15,Myself,1,0.7282345989951864,SelfOther
0.15,Me,1,0.5939716449938715,SelfOther
0.15,Other,1,0.7052269789855927,SelfOther
0.15,Their,1,1.3560548889799975,SelfOther
0.15,Me,1,0.6038202189956792,SelfOther
0.15,Self,1,1.6039149710268248,LibSelfSciOther
0.15,Physics,1,0.8876832399982959,LibSelfSciOther
0.15,Art,1,0.68456836999394,LibSelfSciOther
0.15,Me,1,0.9837152670079377,LibSelfSciOther
0.15,My,1,0.9083080219861586,LibSelfSciOther
0.15,Myself,1,0.8393045180127956,LibSelfSciOther
0.15,Computer Science,1,0.8974418919824529,LibSelfSciOther
0.15,Them,0,1.2509787850140128,LibSelfSciOther
0.15,Mine,0,1.8405034320021514,LibSelfSciOther
0.15,Math,0,0.9391578199865762,LibSelfSciOther
0.15,Other,1,1.9851442630169913,LibSelfSciOther
0.15,Poetry,1,1.5090000070049427,LibSelfSciOther
0.15,Their,1,0.847935038007563,LibSelfSciOther
0.15,Humanities,1,0.665320899017388,LibSelfSciOther
0.15,I,1,1.121132074011257,LibSelfSciOther
0.15,Engineering,1,0.7679773099953309,LibSelfSciOther
0.15,Music,1,1.1791771200078074,LibSelfSciOther
0.15,Geology,1,1.2952211090014316,LibSelfSciOther
0.15,Creative Writing,1,0.9072051469993312,LibSelfSciOther
0.15,Literature,1,1.9186654810036998,LibSelfSciOther
0.15,Computer Science,1,1.0667572779930197,LibSelfSciOther40
0.15,Art,1,0.8744227989809588,LibSelfSciOther40
0.15,Mine,0,1.4336281910073012,LibSelfSciOther40
0.15,Their,1,0.8134861410071608,LibSelfSciOther40
0.15,Other,1,0.8107451479882002,LibSelfSciOther40
0.15,English,1,1.0381434650043957,LibSelfSciOther40
0.15,Them,1,0.8698409329808783,LibSelfSciOther40
0.15,Art,1,1.6561149729823228,LibSelfSciOther40
0.15,Me,0,1.2289722420100588,LibSelfSciOther40
0.15,Music,1,1.325838297023438,LibSelfSciOther40
0.15,Humanities,1,0.5690823319891933,LibSelfSciOther40
0.15,Literature,1,0.6474645949783735,LibSelfSciOther40
0.15,Astronomy,1,0.7875351830152795,LibSelfSciOther40
0.15,It,0,0.9878554320021067,LibSelfSciOther40
0.15,You,1,1.176174505992094,LibSelfSciOther40
0.15,Music,1,0.9609236270189285,LibSelfSciOther40
0.15,Self,0,0.8757110849837773,LibSelfSciOther40
0.15,Poetry,1,1.1376852429821156,LibSelfSciOther40
0.15,My,1,0.6418490850192029,LibSelfSciOther40
0.15,Them,1,0.6986458589963149,LibSelfSciOther40
0.15,Myself,1,0.7621621169964783,LibSelfSciOther40
0.15,Math,1,1.4059346430003643,LibSelfSciOther40
0.15,Physics,1,0.9406074159778655,LibSelfSciOther40
0.15,Geology,1,1.645461873995373,LibSelfSciOther40
0.15,Other,1,1.9307099180005025,LibSelfSciOther40
0.15,They,1,0.6981839390064124,LibSelfSciOther40
0.15,Myself,1,0.8253854149952531,LibSelfSciOther40
0.15,Engineering,1,0.7767971279972699,LibSelfSciOther40
0.15,Me,1,1.1828663519991096,LibSelfSciOther40
0.15,Myself,1,0.6161693230096716,LibSelfSciOther40
0.15,I,1,0.6671862970106304,LibSelfSciOther40
0.15,Their,1,1.0176155639928766,LibSelfSciOther40
0.15,Geology,1,0.7958654770045541,LibSelfSciOther40
0.15,Me,1,0.6739431280002464,LibSelfSciOther40
0.15,Mine,1,0.60890907200519,LibSelfSciOther40
0.15,Chemistry,1,0.6692014809814282,LibSelfSciOther40
0.15,Them,1,1.020178679988021,LibSelfSciOther40
0.15,Their,1,0.8548124940134585,LibSelfSciOther40
0.15,Self,1,0.8558693880040664,LibSelfSciOther40
0.15,Creative Writing,0,1.364096117002191,LibSelfSciOther40
